CODE	FACULTY	NAME	STUDENT_COUNT
SOk441	PdF	Theoretical Concepts of Social Education II	4
SOk442	PdF	Interrelationship of social policy, social work and social pathology	3
SOk443	PdF	Leisure education 1 - Methodology of games	2
SOk444	PdF	Pedagogical practice social	7
SOk445	PdF	Course of methodology of leisure time	2
SOk446	PdF	Special Education	0
SOk447	PdF	Leading of Experience-based Courses	1
SOk449	PdF	Storytelling	1
SOk450	PdF	Medialization and Presentation of Projects	16
SOk451	PdF	Inclusive and global education	17
SOk452	PdF	Cross-cultural psychology	18
SOk453	PdF	Changes in Modern Society	16
SOk454	PdF	Selective Practice	16
SOk473	PdF	Reflective learning	2
SOk474	PdF	Fundrising, marketing and PR in NNO	1
SOk475	PdF	Artefiletics	1
SOk483	PdF	Natural Gardens as Safe Social Environment	4
SOk484	PdF	Practice in Social work	1
SOk485	PdF	Mediation and probation	1
SOk486	PdF	Streetwork in Social Work	0
SOk493	PdF	Workshop of applied drama	0
SOk494	PdF	Applied drama	2
SOk495	PdF	Theatre of the Oppressed	3
SOk496	PdF	Theatre Performance with a Non-professional Group	1
SOk498	PdF	Playback Theatre	5
SOk499	PdF	Creative Writing	7
SOk721	PdF	Basics of Ecological Education	1
SOk730	PdF	Environmental Education	0
SOk731	PdF	Social and Legal Protection of Children	0
SOk740	PdF	Multicultural Education in Practice	1
SOk741	PdF	Streetwork in Social Work	0
SOk750	PdF	Mediation and probation	1
SOk751	PdF	Practice in Environmental and Multicultural Education	0
SOk752	PdF	Practice in Social work	1
SOk753	PdF	Research and Projects in Multicultural Education	0
SOk817	PdF	Basics of Drama Education	0
SOk819	PdF	Basics of Environmental Education	0
SOk827	PdF	Drama Education 1: Didactics of Drama Education	0
SOk829	PdF	Environmental Education 1: Basics of Environmental Education for Educators	0
SOk832	PdF	Environmental Education 1: Basics of Environmental Education for Educators	0
SOk837	PdF	Drama Education 2: Drama Education in Curriculum	7
SOk839	PdF	Environmental Education 2: Environmental Approaches for Educators	0
SOk842	PdF	Environmental Education 2: Environmental Approaches for Educators	0
SOk846	PdF	Musical Movement Education	2
SOk847	PdF	Drama Education 3: Structure of Drama	11
SOk852	PdF	Environmental Education 3: Practicing for Educators	0
SOp001	PdF	Basics of social pedagogy	119
Sop030	PdF	Projecting in Social Education I (practice)	0
SOp031	PdF	Theoretical Concepts of Social Education I	0
Sop040	PdF	Projecting in Social Education II (practice)	0
Sop041	PdF	Theoretical Concepts of Social Education II	1
Sop050	PdF	Medialization and Presentation of Projects	27
SOp121	PdF	Developmental psychology	4
SOp130	PdF	Methodology of pedagogical research	1
SOp134	PdF	Leisure education 1 - Methodology of games	0
SOp136	PdF	Consistent Leisure Practice	3
SOp137	PdF	Personality preparation 3	2
SOp138	PdF	Leisure education	0
SOp143	PdF	Leading of Experience-based Courses	1
SOp144	PdF	Interrelationship of social policy, social work and social pathology	1
SOp145	PdF	Pedagogical practice social	3
SOp148	PdF	Course of methodology of leisure time	1
SOp150	PdF	Inclusive and global education	19
SOp151	PdF	Cross-cultural psychology	24
Sop153	PdF	Changes in Modern Society	22
SOp155	PdF	Selective Practice	26
SOp161	PdF	Internationalization	4
SOp180	PdF	Special Education	1
SOp193	PdF	Acting Skills	0
SOp196	PdF	Theatre Performance with a Non-professional Group	2
SOp230	PdF	Analysis of socio-educational theories	1
SOp231	PdF	Psychological aspects of socio-culturaly disitinctiv environments	1
SOp232	PdF	Psychotherapeutic Trends, Methods and Techniques	1
SOp233	PdF	Basics of supervision	1
SOp234	PdF	Seniors activating in praxis	1
SOp235	PdF	Educational and research practice	1
SOp236	PdF	Gerontagogy	1
SOp240	PdF	Repetitorium of social pedagogy	0
SOp483	PdF	Natural Gardens as Safe Social Environment	1
SOp484	PdF	Practice in Social work	0
SOp485	PdF	Mediation and probation	1
SOp486	PdF	Streetwork in Social Work	0
Sop603	PdF	Artefiletics	0
Sop604	PdF	Reflective learning	1
Sop606	PdF	Supervision and intervision in experiential courses	6
SO001	PdF	Basics of social pedagogy	59
SO101	PdF	Social Education in Theory and Practice	87
SO102	PdF	Basics of Drama in Education	76
SO103	PdF	Basics of Psychology and Sociology I.	79
SO104	PdF	History of Social Pedagogy	87
SO105	PdF	Course 1 - Meet Up	74
SO106	PdF	Personality preparation 1	86
SO107	PdF	Course 2 (winter)	88
SO108k	PdF	Visit to Specialized Facilities	38
SO108p	PdF	Visit to Specialized Facilities	39
SO109	PdF	Methods of Social Education	70
SO110	PdF	Basics of Psychology and Sociology II.	73
SO111	PdF	Basics of Pedagogy	79
SO112	PdF	Personality training 2	73
SO113	PdF	Leisure education	76
SO114	PdF	Leisure education 1 - Methodology of leisure activities	75
SO115k	PdF	Applied Improvisation	37
SO115p	PdF	Applied Improvisation	35
SO116k	PdF	Voice Education	39
SO116p	PdF	Voice Education	36
SO117	PdF	Projecting in Social Education I (practice)	50
SO118	PdF	Theoretical Concepts of Social Education I	51
SO119	PdF	Developmental psychology	51
SO120	PdF	Consistent Leisure Practice	46
SO121	PdF	Personality preparation 3	54
SO122	PdF	Methodology of pedagogical research	52
SO123	PdF	Leisure education 1 - Methodology of games	54
SO124	PdF	Projecting in Social Education II (practice)	53
SO125	PdF	Normality and mental health as a psychosocial phenomenon	56
SO126	PdF	Interrelationship of social policy, social work and social pathology	53
SO127	PdF	Pedagogical practice social	50
SO128	PdF	Course of methodology of leisure time	50
SO129	PdF	Special Education	52
SO130	PdF	Leading of Experience-based Courses	51
SO131	PdF	Storytelling	54
SO132	PdF	Medialization and Presentation of Projects	0
SO133	PdF	Inclusive and global education	2
SO134	PdF	Cross-cultural psychology	0
SO135	PdF	Changes in Modern Society	0
SO136	PdF	Selective Practice	0
SO137	PdF	Internationalization	10
SO151	PdF	Game principles	29
SO152	PdF	Practical activities with modern technologies	12
SO153	PdF	Reflective learning	29
SO154	PdF	Fundrising, marketing and PR in NNO	18
SO155	PdF	Artefiletics	47
SO161	PdF	Therapeutic Gardens	27
SO162	PdF	Social and Legal Protection of Children	41
SO163	PdF	Natural Gardens as Safe Social Environment	24
SO164	PdF	Crisis Intervention and Counselling	26
SO165	PdF	Mediation and probation	35
SO166	PdF	Streetwork in Social Work	2
SO171	PdF	Acting Skills	24
SO172	PdF	Structured Drama	29
SO173	PdF	Workshop of applied drama	13
SO174	PdF	Applied drama	24
SO175	PdF	Theatre of the Oppressed	12
SO176	PdF	Theatre Performance with a Non-professional Group	13
SO177	PdF	Puppet as a Way of Communication	19
SO178	PdF	Playback Theatre	0
So201	PdF	Social education practice	77
So202	PdF	Leisure pedagogical practice	72
So203	PdF	Social education practice	51
So204	PdF	Leisure pedagogical practice	49
So205	PdF	Social education practice	52
So206	PdF	Leisure pedagogical practice	52
So210	PdF	Quantitative and Qualitative Methods of Educational Research	65
So211	PdF	Psychological personality theories	62
So212	PdF	Sociology of education	64
So213	PdF	Communicating in Difficult Situations	71
So214	PdF	Edupreneurship	67
So216	PdF	Course 1 - adaptation	64
So220	PdF	Applied Drama	42
So221	PdF	Pedagogical-psychological diagnostics	50
So222	PdF	Social theory in the context of leisure education	61
So223	PdF	Social Entrepreneurship	45
So224	PdF	Field research of social phenomena	53
So226	PdF	Theoretical and applied concepts of leisure	44
So230	PdF	Methodological workshop	56
So233	PdF	Basics of supervision in the helping professions	57
So234	PdF	Leadership and management in NGO	54
So236	PdF	Gerontagogy	53
So237	PdF	Philosophical and ethical aspects of education	57
So238	PdF	Andragogy and special andragogy	58
So240	PdF	Psychotherapeutic concepts, methods and techniques	59
SO501	PdF	Audiovisual techniques for children with disabilities	18
SO502	PdF	Individual Tutoring of the Socially Excluded Children	4
SO503	PdF	Education in Diverse Society	16
SO508	PdF	Selected Topics in Social Pedagogy	2
SO509	PdF	Social Educator in School Environment	1
SO510	PdF	Basics of Romology 1	15
SO511	PdF	Basics od Romology 2	0
SO517	PdF	Storytelling	1
SO523	PdF	Workshop of applied drama	1
SO524	PdF	Puppet as a Way of Communication	4
SO525	PdF	Playback Theatre	10
SO526	PdF	Creative Writing	8
SO528	PdF	Applied drama	4
SO529	PdF	Theatre of the Oppressed	3
So531	PdF	French theatre in education	0
SO533	PdF	Gender and sexuality in schools	13
So535	PdF	Practice in Lužánky	1
SO536	PdF	Natural Gardens - autumn, winter	7
SO537	PdF	Natural Gardens - spring, summer	14
So538	PdF	Global Learning and Social Justice	77
So539	PdF	Engaging Diversity in Communication with Cultural Others	15
SO540	PdF	Learning (in) the circle	22
SO541	PdF	Activation and support for people with mental health problems	4
SO542	PdF		19
SO543	PdF	Constructivism in practice: learning, conflicts, community	2
SO550	PdF	Activation of seniors in practice	0
SO561	PdF	Methods of Leisure Time Activities	0
SP_BP	PdF	Bachelor Thesis	152
SP_BPd	PdF	Bachelor Thesis - Completion	31
SP_BPp	PdF	Bachelor Thesis - Project	37
SP_BP2	PdF	Bachelor Thesis	3
SP_BP2d	PdF	Bachelor Thesis - Completion	1
SP_BP2p	PdF	Bachelor Thesis - Project	2
SP_BP3p	PdF	Bachelor Thesis - Project	1
SPcZP	PdF	Final Thesis	0
SPc006	PdF	Psychiatry	8
SPc019	PdF	Pathopsychology 1	3
SPc020	PdF	Basics of Education of Individuals with Visual Impairments	4
SPc022	PdF	Support Strategies of Learning and Work with Children with SEN at Primary Schools	6
SPc027	PdF	Research Methods in Special Education	3
SPc030	PdF	Introduction to Education of Children with Emotional and Behavioral Difficulties/Disorders	3
SPc031	PdF	Counseling of Behavioral Disorders	6
SPc033	PdF	Specialization: Specific Learning Difficulties	0
SPc040	PdF	Basics of Education of Individuals with Intellectual Disabilities	4
SPc041	PdF	Specialization in Intellectual Disabilities	2
SPc061	PdF	Special Needs Education I	2
SPc066	PdF	Special Education Disagnostics	2
SPc070	PdF	Basics of Education of Individuals with Hearing Impairments	5
SPc080	PdF	Basics of Education of Individuals with Physical Impairments	3
SPc081	PdF	Field: Rehabilitatting Physical Disabilities 1	2
SPc091	PdF	Inclusive didactics I - functional literacy	0
SPc100	PdF	Support Strategies of Function Reading Literacy	2
SPc101	PdF	Block Teaching Practice	0
SPc102	PdF	Final Thesis	0
SPc103	PdF	Teacher assistent internship	0
SPc108	PdF	Special Needs Education II	0
SPc109	PdF	Specialization ADHD/ADD	0
SPc110	PdF	Basics of Education of Speech Therapy	5
SPc111	PdF	Special Needs Education	4
SPc113	PdF	Basics of Education of Individuals with Specific Learning Difficulties	3
SPc114	PdF	Neurology	6
SPc115	PdF	Pediatrics	6
SPc139	PdF	Field: Education of children with emotional and behavioral difficulties/disorders 1	0
SPc200	PdF	Support Strategies of Mathematical Literacy	6
SPc202	PdF	Counseling Strategies for Children with Behavioral Disorders	0
SPc203	PdF	Specific Learning Difficulties 1	6
SPc204	PdF	Inclusive Didactics	6
SPc205	PdF	Specific Learning Difficulties 2	4
SPc208	PdF	Single-subject Research in Practice	12
SPc224	PdF	Support and development of visual functions and sensory perception in early and preschool age	0
SPc233	PdF	Intervention for Pupils with Behavioral Disorders	0
SPc234	PdF	Prevention and intervention in practice	0
SPc244	PdF	Mental Disability Counseling	6
SPc261	PdF	Support measures for children / pupils with mental disabilities	0
SPc262	PdF	Support Measures for Children / Pupils with Physical Disability	0
SPc263	PdF	Support Measures for individuals with Visual Impairment	0
SPc292	PdF	Intervention - Special pedagogical Support and Intervention of People with Visual Impairment	0
SPc293	PdF	Snoezelen in the Intervention of Individuals with Visual Impairment	0
SPc297	PdF	Reflective Seminar on Teaching Practice 1	8
SPc298	PdF	Reflective Seminar on Teaching Practice 2	6
SPc299	PdF	Reflective Seminar on Teaching Practice 3	0
SPc300	PdF	Special Education	0
SPc301	PdF	Professional Practice	4
SPc302	PdF	Counseling, Diagnosis and Intervention in Education of Students with Visual Impairments I.	0
SPc303	PdF	Counseling, Diagnosis and Intervention in Education of Students with Visual Impairments II.	4
SPc305	PdF	Methodology	0
SPc308	PdF	Special Education Disagnostics	0
SPc309	PdF	ORL – Phoniatrics	0
SPc310	PdF	Neurology	0
SPc311	PdF	Opthalmology	0
SPc312	PdF	Pathopsychology	6
SPc313	PdF	Psychiatry	0
SPc314	PdF	Pediatrics	0
SPc316	PdF	Counseling, Diagnosis and Intervention in Speech Therapy I.	0
SPc317	PdF	Counseling, Diagnosis and Intervention in Education of Students with Hearing Impaired I.	0
SPc318	PdF	Diagnostic Domain of Students with Disabilities	0
SPc319	PdF	Diagnostic Domains of Pupils with Speech Disorders and Hearing Impairments	0
SPc320	PdF	Diagnostic Domain of Pupils with Behavioral Disorders	0
SPc321	PdF	Counseling, Diagnosis and Intervention in Education of Students with Intellectual Disabilities I	1
SPc322	PdF	Counseling, Diagnosis and Intervention in Education of Students with Physical Disabilities I	0
SPc323	PdF	Counselling, Diagnostics and Intervention for Individuals with Behavioural Disorders I	0
SPc324	PdF	Counseling, Diagnosis and Intervention in Speech Therapy II	4
SPc325	PdF	Counseling, Diagnosis and Intervention in Education of Students with Hearing Impaired II.	4
SPc326	PdF	Counseling, Diagnosis and Intervention in Education of Students with Intellectual Disabilities II.	5
SPc327	PdF	Counseling, Diagnosis and Intervention in Education of Students with Physical Disabilities II	4
SPc329	PdF	Final Thesis	6
SPc331	PdF	Teaching of Pupils with SEN I - communication impairments and specific learning disabilities	0
SPc332	PdF	Teaching of Pupils with SEN II - behavioral disorders and intellectual disabilities	0
SPc333	PdF	Teaching of Pupils with SEN III - pupil with hearning, physical and visual impairment	0
SPc335	PdF	Inclusive didactics II - strategy of class management, literacy of math and digital technologies	0
SPc336	PdF	Support and guidance in pre-vocational and vocational education	0
SPc338	PdF	Introduction to Medical Disciplines	4
SPc339	PdF	Support Strategies of Learning and Work with Children with SEN at Primary Schools	0
SPc340	PdF	Autism spectrum disorders	0
SPc341	PdF	Support Measures for Pupils with SEN	4
SPc342	PdF	Developmental pychology	0
SPc360	PdF	Pupil with Special Educational Needs	0
SPc400	PdF	Resilience Sources in Education	8
SPc442	PdF	Intervention for Pupils with Intellectual Disabilities	0
SPc500	PdF	Autism spectrum disorders	2
SPc501	PdF	Specialization: Specific Learning Difficulties	0
SPc502	PdF	Special Education in International Perspectives	0
SPc505	PdF	Functional seen	0
SPc508	PdF	Teaching of Pupils with SEN I - communication impairments and specific learning disabilities	0
SPc509	PdF	Cerebral palsy	0
SPc510	PdF	Physical Impairments 1 - Rehabilitatting Physical Disabilities 1	0
SPc511	PdF	Interventions of Individuals with Epilepsy	0
SPc512	PdF	Specialisation - Broad Scientific Foundation - Severe and Multiple disabilities 1	0
SPc513	PdF	Field: Education of Individuals with Visual Impairments 1	0
SPc514	PdF	Specialisation: Education of Individuals with Physical Impairments 1	0
SPc515	PdF	Communication and Simulation Techniques in Educations of Individuals with Physical Dysabilities	0
SPc516	PdF	Teaching Practice 1 - So	0
SPc517	PdF	Interventions of Individuals with Chronic Health Conditions	0
SPc518	PdF		0
SPc519	PdF	Specialization: Education of Pupils with Physical and Multiple Disabilities 2	0
SPc520	PdF	Teaching Practice 1 - VV	0
SPc522	PdF	Teaching Practice 2 - VV	0
SPc523	PdF	Field: Education of Individuals with Intellectual Disabilities 1	0
SPc524	PdF	Basic of Education of Individuals with Intellectual Disabilities	0
SPc525	PdF	Mental Disability and ASD – Severe Mental Disability and ASD	0
SPc526	PdF	Teaching Practice 1 - MI- ASD	0
SPc527	PdF	Field: Education of Individuals with Intellectual Disabilities 2	0
SPc528	PdF	Mental disability 1 – mild and moderate mental disability	0
SPc529	PdF	Professional experience continuous 2 - MP-PAS	0
SPc530	PdF	Field: Education of Individuals with Visual Impairments 1	0
SPc531	PdF	Special Education of visually impaired – Introduction to Rehabilitation of visually impaired, Brail	0
SPc532	PdF	Teaching Practice 1 - OF	0
SPc535	PdF	Teaching Practice 2 - OF	0
SPc536	PdF	Disrupted Communication Ability of Children	0
SPc537	PdF	Teaching Practice 1 - Specific Learning Disabilities	0
SPc538	PdF	Reeducation of Specific Learning Difficulties	0
SPc539	PdF	Teaching Practice 2 - Specific Learning Disabilities	0
SPc540	PdF	Prevention and Intervention of Aggressive Behaviour/Bullying	0
SPc543	PdF	Inclusive Education of Pupils with Behavioural Disorders	0
SPc544	PdF	Special.: Counselling and Intervention for Individuals with Behavioural Disorders	0
SPc545	PdF	Sociology of Disability and Handicap	0
SPc546	PdF	Crisis Intervention	4
SPc547	PdF	Teaching Practice 1 - ETO	1
SPc548	PdF	Special.: Counselling, Diagnostics and Intervention for Individuals with Behavioural Disorders 1	0
SPc549	PdF	Teaching Practice 2 - PCH	0
SPc550	PdF	Support Measures for Pupils with Emotional and Behavioral Difficulties/Disorders	1
SPc551	PdF	Education of pupils with multiple disabilities 1 - physical disability	0
SPc552	PdF	Autism spectrum disorders	0
SPc553	PdF	Physical Impairments 1	0
SPc571	PdF	Visual Arts as Space for Inclusion Individuals with Specific Learning Disabilities	0
SPc572	PdF	Visual Arts as Space for Inclusion Individuals with Visual Impairment	0
SPc600	PdF	Introduction to Special Education	0
SPc601	PdF	Basics of Education of Speech Therapy	0
SPc602	PdF	Basics of Education of Individuals with Hearing Impairments	1
SPc603	PdF	Basics of Education of Pupils with Behavioral Disorders	0
SPc604	PdF	Basics of Education of Individuals with Visual Impairments	0
SPc605	PdF	Basic of Education of Individuals with Intellectual Disabilities	0
SPc606	PdF	Basics of Education of Individuals with Physical Impairments	0
SPc607	PdF	Inclusive didactics II - strategy of class management, literacy of math and digital technologies	0
SPc608	PdF	Support and guidance in pre-vocational and vocational education	1
SPc609	PdF	Support Measures for Pupils with Special Educational Needs	2
SPc610	PdF	Teaching of Pupils with SEN II - behavioral disorders and intellectual disabilities	0
SPc611	PdF	Teaching of Pupils with SEN III - pupil with hearning, physical and visual impairment	4
SPc612	PdF	Special Education Disagnostics	0
SPc614	PdF	Counseling, Diagnosis and Intervention in Specific Learning Disabilities	4
SPc615	PdF	Professional Practice	4
SPc616	PdF	Final Thesis	4
SPc617	PdF	Inclusive didactics I - functional literacy	0
SPc630	PdF	Specialization in Behavioral Disorders	6
SPc635	PdF	Disrupted Communication Ability of Children	0
SPc636	PdF	Disrupted Communication Ability of Children	0
SPc699	PdF	Inclusive Education	1
SPc801	PdF	Basics of Education of Speech Therapy	2
SPc802	PdF	Education of Individuals with Hearing Impairments	2
SPc803	PdF	Teaching Pupils with Behavioral Disorders	2
SPc804	PdF	Basics of Education of Individuals with Visual Impairments	0
SPc805	PdF	Teaching of Pupils with SEN I - Communication Impairments and Specific Learning Disabilities	0
SPc806	PdF	Education of Individuals with Physical Impairments	4
SPc810	PdF	Basics of Education of Speech Therapy	4
SPc811	PdF	Teaching Practice - L, S	0
SPc812	PdF	Special Education Disagnostics	4
SPc813	PdF	Support Strategies of Learning and Work with Children with SEN at Primary Schools	4
SPc815	PdF	Education of Individuals with Intellectual Disabilities	2
SPc818	PdF	Support and guidance in pre-vocational and vocational education	1
SPc820	PdF	Basics of Education of Individuals with Visual Impairments	4
SPc840	PdF	Basics of Education of Individuals with Intellectual Disabilities	4
SPc841	PdF	Teaching Practice - P, E, So, Of	0
SPc870	PdF	Basics of Education of Individuals with Hearing Impairments	4
SPc901	PdF	Specialization ADHD/ADD	0
SPc902	PdF	Opthalmology	0
SPc903	PdF	Autism Spectrum Disorders 1	3
SPc904	PdF	Autism Spectrum Disorders 2	6
SPc911	PdF	Field: Speech Therapy 1	3
SPc920	PdF	Basic diagnostic methods in the field of Vision Therapy	0
SPc921	PdF	Field: Education of Individuals with Visual Impairments 1	2
SPc929	PdF	Specialization: Specific Learning Difficulties	0
SPc931	PdF	Field: Education of children with emotional and behavioral difficulties/disorders 1	2
SPc932	PdF	Field: Education of children with emotional and behavioral difficulties/disorders 2	0
SPc933	PdF	Support Strategies of Learning and Work with Children with SEN at Primary Schools	0
SPc936	PdF	Pupil with Special Educational Needs	0
SPc941	PdF	Field: Education of Individuals with Intellectual Disabilities 1	3
SPc949	PdF	Down Syndrome	6
SPc969	PdF	ICT in SEN	4
SPc971	PdF	Deaf Education 1	2
SPc981	PdF	Art Techniques in the intervention of individuals with mental disabilities	0
SPc982	PdF	Art Techniques in the Intervention of Individuals with Behavioral Disorders	0
SPc991	PdF	ADHD/ADD	0
SPDA001	PdF	Inclusive Special Education	0
SPDA002	PdF	Methodology 1	0
SPDA003	PdF	Philosophy of Education	0
SPDA004	PdF	Psychology of Disability	0
SPDA005	PdF	Disorders of Mental Development	1
SPDA006	PdF	Internship Abroad	0
SPDA007	PdF	Methodology 2	0
SPDA008	PdF	Professional Orientation in the Field of Study	2
SPDA009	PdF	Dissertation Preparation	2
SPDA010	PdF	Specialization - wider scientific basis - Addictology	0
SPDA011	PdF	Specialization - wider scientific basis – Special Andragogy	1
SPDA012	PdF	Specialization - wider scientific basis - Education of Individuals with Emotional and Behavioral Dis	0
SPDA013	PdF	Specialization - wider scientific basis - Education of Individuals with Speech Impairments	0
SPDA014	PdF	Specialization - wider scientific basis - Education of Individuals with Visual Impairments	0
SPDA015	PdF	Specialization - wider scientific basis - Education of Individuals with Intellectual Disabilities	0
SPDA016	PdF	Specialization - wider scientific basis - Education of Individuals with Specific Learning Disabiliti	0
SPDA017	PdF	Specialization - wider scientific basis - Education of Individuals with Physical Disabilities	0
SPDA018	PdF	Specialization - wider scientific basis - Education of Individuals with Hearing Impairments	0
SPDA019	PdF	Specialization - wider scientific basis - Education of Individuals with Multiple Disabilities	0
SPDA020	PdF	Specialization – wider scientific basis – Autism Spectrum Disorders	0
SPDC001	PdF	Inclusive Special Education	2
SPDC002	PdF	Methodology 1	2
SPDC003	PdF	Philosophy of Education	3
SPDC004	PdF	Psychology of Disability	5
SPDC005	PdF	Disorders of Mental Development	2
SPDC006	PdF	Internship Abroad	1
SPDC007	PdF	Methodology 2	1
SPDC008	PdF	Professional Orientation in the Field of Study	29
SPDC009	PdF	Dissertation Preparation	29
SPDC010	PdF	Specialization - wider scientific basis - Addictology	0
SPDC011	PdF	Specialization - wider scientific basis - Special Andragogy	0
SPDC012	PdF	Specialization-wider scientific basis - Education og Individuals with Emotional and Behavioural Di.	2
SPDC013	PdF	Specialization - wider scientific basis - Education of Individuals with Speech Impairments	2
SPDC014	PdF	Specialization - wider scientific basis - Education of Individuals with Visual Impairments	0
SPDC015	PdF	Specialization - wider scientific basis - Education of Individuals with Intellectual Disabilities	0
SPDC016	PdF	Specialization-wider scientific basis-Education of Individuals with Specific Learning Disabilities	0
SPDC017	PdF	Specialization - wider scientific basis - Education of Individuals with Physical Disabilities	0
SPDC018	PdF	Specialization - wider scientific basis - Education of Individuals with Hearing Impairments	1
SPDC019	PdF	Specialization - wider scientific basis - Education of Individuals with Multiple Disabilities	0
SPDC020	PdF	Specialization – Autism Spectrum Disorders	0
SP_DP	PdF	Diploma Thesis	142
SP_DPd	PdF	Diploma Thesis - Completion	38
SP_DPp	PdF	Diploma Thesis - Project	16
SP_DP2	PdF	Diploma Thesis	10
SP_DP2d	PdF	Diploma Thesis - Completion	2
SP_DP2p	PdF	Diploma Thesis - Project	3
SPEXCE	PdF	Special Needs Education in interdiciplinary perspective	18
SPEXCE3	PdF	Special Needs Education in interdiciplinary perspective	49
SPk132	PdF	Single-subject research for Bachelor Thesis	1
SPk300	PdF	Applied Methods of Social Work	0
SPk302	PdF	Methodology – Speech Therapy for Children with Delayed Speech Development	2
SPk320	PdF	Communication of hard of hearing and deaf people	2
SPk327	PdF	Teaching Practice 2 - LS	1
SPNDDI	PdF	Neurodevelopmental Disorders and Inclusive Approaches in International Perspectives	23
SPp102	PdF	Inclusive Special Education	1
SPp112	PdF	Special Education Disagnostics	1
SPp132	PdF	Single-subject research for Bachelor Thesis	1
SPp302	PdF	Methodology – Speech Therapy for Children with Delayed Speech Development	1
SPp320	PdF	Communication of hard of hearing and deaf people	2
SPp327	PdF	Teaching Practice 2 - LS	2
SPp328	PdF	Reflective Seminar on Teaching Practice 2 - LS	2
SPROC_ISPP	PdF	Integrative special education	11
SPROC_PPS1	PdF	Pathopsychology 1	11
SPROC_SPDG	PdF	Special educational diagnosis	11
SPROC_SPP	PdF	Approaches in Special Education	11
SPROC_SP1a	PdF	Specialization 1a Speech Therapy	0
SPROC_SP1b	PdF	Specialization 1b Education of Individuals with Intellectual Disabilities	11
SPROC_SP2d	PdF	Specialization 2d Education of Individuals with Physical Disability	1
SPROC_SP2e	PdF	Specialization 2e Teaching the Visually Impaired	1
SPROC_SP2f	PdF	Specialization 2f Teaching People with Behavioral Disorders	9
SPSHIP	PdF	SHIP – Students, Heterogenity, Inclusion, Potential (International Blended Programme)	10
SP0001	PdF	Inclusive Education and Diversity	42
SP0003	PdF	Specific Learning Disability	19
SP0004	PdF	Introduction to Special Needs Education - Online	32
SP0006	PdF	Social and pedagogical support of inclusive education	17
SP0006u	PdF	Social and pedagogical support of inclusive education	0
SP0008	PdF	Training of self-knowledge and professional self-development	0
SP0009	PdF	Psychological foundations of inclusive educational space	16
SP0009u	PdF	Psychological foundations of inclusive educational space	5
SP0010	PdF	Speech and Language Disability	19
SP0020	PdF	Education of Individuals with Visual Disabilities	0
SP0030	PdF	Education of Individuals with Behavioral Disorder	0
SP0040	PdF	Education of Individuals with Intellectual Disabilities	11
SP0044	PdF	Education of Individuals with ASD (autism)	8
SP0070	PdF	Education of Individuals with Hearing Impairment	19
SP0080	PdF	Education of Individuals with Physical Disabilities and Chronic Disease	0
SP0091	PdF	Education for All – Experiences from Practice	12
SP0092	PdF	Education for All – Experiences from Practice 2	11
SP0093	PdF	Twice-exceptional students	23
SP0096	PdF	Education and Support of People with Disabilities 1	0
SP0097	PdF	Education and Support of People with Disabilities 2	0
SP0966	PdF	Art as a tool for communication in the inclusive culture	3
SP0999	PdF	Special Education in International Perspectives	55
SP_1DP	PdF	Diploma Thesis	0
SP_1DPd	PdF	Diploma Thesis - Completion	0
SP_1DPp	PdF	Diploma Thesis - Project	0
SP1001	PdF	Instrumental enrichment program - introduction	0
SP1002	PdF		5
SP1003	PdF	Communication of hard of hearing and deaf people	48
SP1004	PdF	Communication of hard of hearing and deaf people 2	15
SP2000	PdF	Support Strategies of Mathematical Literacy	150
SP2001	PdF	Support Strategies in learning Literacy	183
SP2002	PdF	Support Strategies of Learning and Work with Children with SEN at Primary Schools	178
SP2004	PdF	Inclusive Didactics	172
SP2005	PdF	Diagnostic Domain of Pupils with Behavioral Disorders	117
SP2006	PdF	Supporting measure	121
SP2007	PdF	Research Methods in Special Education 2	211
SP2008	PdF	Single-subject Research in Practice	180
SP2009	PdF	Patopsychology 2	180
SP2031	PdF	Specific Learning Difficulties 1	186
SP2032	PdF	Specific Learning Difficulties 2	177
SP2093	PdF	Reeducation of Specific Learning Difficulties	25
SP2110	PdF	Balbutology	66
SP2111	PdF	Speech therapy and Deaf Education 1 – Speech therapy	34
SP2112	PdF	Speech therapy and Deaf Education 2 - Speech therapy	29
SP2113	PdF	Acquired Neurogenic Communication Disorders	81
SP2114	PdF	Simulation of Interventional Procedures for Individuals with Speech Disorders	27
SP2170	PdF	Simulation of Interventional Procedures for Individuals with Hearing Impairments	27
SP2171	PdF	Speech therapy and Deaf Education 1 – hearing impairment	34
SP2172	PdF	Speech therapy and Deaf Education 2 – hearing impairment	29
SP2173	PdF	Communication of hard of hearing and deaf people 1	36
SP2174	PdF	Comunication Persons of Hearing Impaired 2	33
SP2175	PdF	S:Specialisation Counselling, Diagnostics and Intervention for Individuals with Hearing Impairment 1	0
SP2176	PdF	S:Counselling,Diagnostics and Intervention for Individuals with Hearing Impairments 2	0
SP2181	PdF	Teaching Practice 1	34
SP2182	PdF	Teaching Practice 2	28
SP2183	PdF	Teaching Practice 3	30
SP2221	PdF	Pedagogy of Persons with Visual Impairment 1	26
SP2222	PdF	Special Education of Visually Impaired 2 -Strategies and Possibilities of Support in the Educational	17
SP2223	PdF	Special Education of visually impaired – Introduction to Rehabilitation of visually impaired, Brail	20
