CODE	FACULTY	NAME	STUDENT_COUNT
ZLOP0622p	LF	Oral Pathology II - lecture	51
ZLOR0641c	LF	Orthodontics I - practice	55
ZLOR0641p	LF	Orthodontics I - lecture	55
ZLOR0742c	LF	Orthodontics II - practice	51
ZLOR0742p	LF	Orthodontics II - lecture	51
ZLOR0843c	LF	Orthodontics III - practice	51
ZLOR0843p	LF	Orthodontics III - lecture	51
ZLOR0944c	LF	Orthodontics IV - practice	58
ZLOR0944p	LF	Orthodontics IV - lecture	59
ZLOT0711c	LF	Otorhinolaryngology - practice	50
ZLOT0711p	LF	Otorhinolaryngology - lecture	51
ZLOZ10XX	LF	Prosthetics Dentistry and Orthodontics - State Exam	58
ZLPA0521c	LF	Pathology I - practice	49
ZLPA0521p	LF	Pathology I - lecture	49
ZLPA0622c	LF	Pathology II - practice	49
ZLPA0622p	LF	Pathology II - lecture	49
ZLPD0631c	LF	Periodontology I - practice	55
ZLPD0732c	LF	Periodontology II - practice	52
ZLPD0732p	LF	Periodontology II - lecture	52
ZLPD0833c	LF	Periodontology III - practice	52
ZLPD0833p	LF	Periodontology III - lecture	52
ZLPD0911c	LF	Paediatrics - practice	57
ZLPD0911p	LF	Pediatrics - lecture	56
ZLPF0521c	LF	Pathological Physiology I - practice	48
ZLPF0521p	LF	Pathological Physiology I - lecture	48
ZLPF0622c	LF	Pathological Physiology II - practice	49
ZLPF0622p	LF	Pathological Physiology II - lecture	51
ZLPG0911p	LF	Obstetrics and Gynaecology - lecture	56
ZLPL0451c	LF	Prosthetic Dentistry I - practice	49
ZLPL0451p	LF	Prosthetic Dentistry I - lecture	53
ZLPL0562c	LF	Prosthetic Dentistry II - practice	57
ZLPL0562p	LF	Prosthetic Dentistry II - lecture	57
ZLPL0663c	LF	Prosthodontics in Dentistry III - practice	56
ZLPL0663p	LF	Prosthodontics in Dentistry III - lecture	56
ZLPL0764c	LF	Prosthodontics in Dentistry IV - practice	52
ZLPL0764p	LF	Prosthodontics in Dentistry IV - lecture	52
ZLPL0865c	LF	Prosthodontics in Dentistry V - practice	52
ZLPL0865p	LF	Prosthodontics in Dentistry V - lecture	52
ZLPL0966c	LF	Prosthetic Dentistry VI - practice	58
ZLPO011c	LF	First Aid - practice	51
ZLPO011p	LF	First Aid - lecture	57
ZLPO021c	LF	Informatics in Dentistry	60
ZLPP0241	LF	Vacational Training in Preclinical Dentistry	61
ZLPP0442	LF	Vacational Training in Practical Dentistry 1	55
ZLPP0643	LF	Vacational Training in Practical Dentistry 2	56
ZLPP0844	LF	Vacational Training in Practical Dentistry 3	52
ZLPP3X1	LF	Nursing	27
ZLPR0131c	LF	Preclinical Dentistry I - practice	62
ZLPR0131p	LF	Preclinical Dentistry I - lecture	62
ZLPR0232c	LF	Preclinical Dentistry II - practice	60
ZLPR0232p	LF	Preclinical Dentistry II - lecture	61
ZLPR0333c	LF	Preclinical Dentistry III - practice	55
ZLPR0333p	LF	Preclinical Dentistry III - lecture	55
ZLPT0221	LF	Prosthetic Technology I - Materials	60
ZLPT0322c	LF	Prosthetic Technology II - practice	55
ZLPT0322p	LF	Prosthetic Technology II - lecture	55
ZLPX041	LF	Nursing Vacational Training in Dentistry	52
ZLPY0911c	LF	Psychiatry - practice	57
ZLPY0911p	LF	Psychiatry - lecture	56
ZLPZ041c	LF	Preventive Dentistry - practice	49
ZLPZ041p	LF	Preventive Dentistry - lecture	51
ZLRI091	LF	Periodontology - selected chapters	44
ZLSD0811s	LF	Forensic Medicine in Dentistry - seminar	50
ZLSP03X	LF	Individual project	35
ZLSP081	LF	Special Treatment Procedures in Dentistry	19
ZLST0611	LF	Basic stratification techniques	42
ZLTU021	LF	Tutorial in Basic Medical Terminology	0
ZLTZ10XX	LF	Restorative Dentistry, Pediatric Dentistry and Periodontology - State Exam	58
ZLUV011	LF		0
ZLVL0421p	LF	Public Health in Dentistry I - lecture	53
ZLVL0922p	LF	Public Health in Dentistry - lecture	58
ZLVL7X61c	LF	Functional diagnostics, occupational medicine	49
ZLVL7X62c	LF	Internal medicine part 2 - Pneumology	49
ZLVL7X63c	LF	Internal medicine part 3 - Nefrology, Diabetology, Revmatology and Endocrinology	49
ZLVL7X64c	LF	Internal medicine part 4 - Gastroenterology and Haematology	49
ZLVL7x65c	LF	Internal medicine part 5 - Cardiology and Angiology	49
ZLVL801p	LF	Internal Medicine block 1- 5	49
ZLZM0311c	LF	Diagnostic Imaging in Dentistry - practice	55
ZLZM0311p	LF	Diagnostic Imaging in Dentistry - lecture	55
ZLZN041	LF	Special Dentures	27
ZLZP051	LF	Medical Psychology and Psychosomatic in Dentistry - lecture	56
ZLZP051a	LF	Medical psychology and psychosomatic in Dentistry - practice	56
ZVBC01	LF		0
ZVBC02	LF		0
AJ_BP	PdF	Bachelor Thesis	103
AJ_BPd	PdF	Bachelor Thesis - Completion	19
AJ_BPp	PdF	Bachelor Thesis - Project	30
AJc201	PdF	Phonetics and Phonology A	0
AJc202	PdF	Grammar A	0
AJc203	PdF	Children's Literature	0
AJc204	PdF	Practical Language 1A	0
AJc205	PdF	Introduction to Linguistics	0
AJc206	PdF	British Culture, History and Literature 1	0
AJc207	PdF	Phonetics and Phonology B	0
AJc208	PdF	Grammar B	0
AJc209	PdF	Practical Language 1B	0
AJc210	PdF	Academic Writing	0
AJc211	PdF	Methodology 1	0
AJc212	PdF	Practical Language 2A	0
AJc213	PdF	British Culture, History and Literature 2	0
AJc214	PdF	Syntax A	0
AJc215	PdF	Methodology 2	0
AJc216	PdF	Syntax B	0
AJc217	PdF	British Culture, History and Literature 3	0
AJc218	PdF	Practical Language 2B	0
AJc219	PdF	Functional Syntax	0
AJc220	PdF	American Culture, History and Literature 1	1
AJc221	PdF	Methodology 3	1
AJc222	PdF	Lexicology	1
AJc223	PdF	Practical Language 3A	1
AJc224	PdF	Teaching Practice	1
AJc225	PdF	American Culture, History and Literature 2	1
AJc226	PdF	Methodology 4	1
AJc227	PdF	Stylistics	1
AJc228	PdF	Testing and Assessment	1
AJc229	PdF	Final Thesis	2
AJ_DP	PdF	Diploma Thesis	59
AJ_DPd	PdF	Diploma Thesis - Completion	15
AJ_DPd2	PdF	Diploma Thesis - Completion	0
AJ_DPp	PdF	Diploma Thesis - Project	13
AJ_DPp2	PdF	Diploma Thesis - Project	0
AJ_DP2	PdF	Diploma Thesis	0
AJ0102	PdF	Intensive Language Course	15
AJ0106	PdF	Spoken Fluency A	18
AJ0107	PdF	Presentation Skills and the Basics of Rhetoric for Future Teachers	18
AJ0110	PdF	Language Practice 2B	13
AJ0201	PdF	Grammar Practice A	2
AJ0202	PdF	Translation Seminar Online A	29
AJ0205	PdF	Translation Seminar B	0
AJ0206	PdF	Introduction to Translation Theory A	15
AJ0210	PdF	Translation Seminar A	0
AJ0211	PdF	Translation Seminar C	0
AJ0214	PdF	Syntactic Analysis	20
AJ0215	PdF	Introduction to Translation Theory B	1
AJ0218	PdF	Grammar Practice B	2
AJ0219	PdF	Translation Seminar Online B	2
AJ0222	PdF	Phonemic Transcription Practice	16
AJ0301	PdF	English and American Film Production	43
AJ0302	PdF	Current Events in English Speaking Countries	17
AJ0303	PdF	Creative Poetry Writing	59
AJ0304	PdF	Creative Poetry Writing 2	21
AJ0307	PdF	Singing in English	22
AJ0319	PdF	Creative Poetry and Prosaic Writing	112
AJ0324	PdF	Creative Poetry and Prosaic Writing 2	12
AJ0326	PdF	Critical Reading	5
AJ0327	PdF	Intercultural Competence Building in International Online Collaboration	10
AJ0330	PdF	Bettering the World through Literature	0
AJ0331	PdF	Critical Thinking	27
AJ0402	PdF	E-Moderator Assistants	14
AJ0403	PdF	Music in a Language Classroom	0
AJ0405	PdF	Team Project	5
AJ0408	PdF	Literature in English Classroom	0
AJ0409	PdF	Teaching Children	1
AJ0416	PdF	Music in a Language Classroom On-line	63
AJ0418	PdF	Introduction to Literature	48
AJ0419	PdF	English Educational Videos Online	21
AJ0420	PdF	Dyslexia for Teachers of English as a Foreign Language	20
AJ0423	PdF	Beyond the Book: Simulations and Task-based Learning in English	7
AJ0429	PdF	CLIL in practice	0
AJ0430	PdF	Collaborative Project Development for Community and Environmental Impact	10
AJ0502	PdF	Editing a Journal	17
AJ0506	PdF	Walking English	23
AJ1101	PdF	Practical Language 1A	91
AJ1102	PdF	Practical Language 1B	66
AJ1103	PdF	Practical Language 2A	76
AJ1104	PdF	Practical Language 2B	72
AJ1105	PdF	Practical Language 3A - C1 level	83
AJ1106	PdF	Practical Language 3B	79
AJ1201	PdF	Phonetics and Phonology A	110
AJ1202	PdF	Phonetics and Phonology B	74
AJ1203	PdF	Grammar A	97
AJ1204	PdF	Grammar B	69
AJ1205	PdF	Syntax A	77
AJ1206	PdF	Syntax B	73
AJ1207	PdF	Functional Linguistics	87
AJ1208	PdF	Introduction to Linguistics for Teachers	210
AJ1209	PdF	Basics of Lexicology	81
AJ1210	PdF	Writing Composition	78
AJ1211	PdF	Selected Chapters from Syntax	143
AJ1301	PdF	British History, Culture and Literature I	92
AJ1302	PdF	British History, Culture and Literature II	2
AJ1303	PdF	American History, Culture and Literature I	78
AJ1304	PdF	American History, Culture and Literature II	75
AJ1305	PdF	Critical Reading	1
AJ1306	PdF	Inquiries in Intercultural Communication A	2
AJ1307	PdF	Inquiries in Intercultural Communication B	0
AJ1308	PdF	Inquiries in Intercultural Communication	113
AJ1312	PdF	British History, Culture and Literature II	86
AJ1401	PdF	Basics of English Methodology 1	76
AJ1402	PdF	Basics of English Methodology 2	79
AJ1403	PdF	Basics of English Methodology 3	84
AJ1404	PdF	Basics of English Methodology 4	77
AJ1405	PdF	Teaching Practice	1
AJ1406	PdF	Observation Teaching Practice A	6
AJ1407	PdF	Observation Teaching Practice B	1
AJ1408	PdF	Intensive Language and Methodology Course	39
AJ1409	PdF	Teaching English with Technology	163
AJ2101	PdF	Practical Language 1A	131
AJ2102	PdF	Practical Language 1B	114
AJ2103	PdF	Practical Language 2A	72
AJ2104	PdF	Practical Language 2B	69
AJ2105	PdF	Practical Language 3A - C1 level	87
AJ2201	PdF	Phonetics and Phonology A	136
AJ2202	PdF	Phonetics and Phonology B	122
AJ2203	PdF	Grammar A	138
AJ2204	PdF	Grammar B	132
AJ2205	PdF	Syntax A	74
AJ2206	PdF	Syntax B	77
AJ2207	PdF	Selected Topics in Functional Linguistics	90
AJ2301	PdF	British History, Culture and Literature	2
AJ2303	PdF	American History, Culture and Literature	6
AJ2305	PdF	Critical Reading	1
AJ2306	PdF	British History, Culture and Literature	74
AJ2307	PdF	American History, Culture and Literature	93
AJ2401	PdF	Basics of Didactics of English 1	69
AJ2402	PdF	Basics of Didactics of English 2	88
AJ2405	PdF	Teaching Practice	0
AJ3101	PdF	Practical and Professional English 1	69
AJ3102	PdF	Practical and Professional English 2	64
AJ3201	PdF	Lexicology and Lexicography	70
AJ3202	PdF	Stylistics	64
AJ3203	PdF	Pragmatics	51
AJ3204	PdF	Academic Writing	62
AJ3301	PdF	Contemporary British Literature and Society	71
AJ3302	PdF	Contemporary American Literature and Society	65
AJ3303	PdF	Children's and Young Adult Literature	48
AJ3401	PdF	Methodology of English Language Teaching 1A	70
AJ3402	PdF	Methodology of English Language Teaching 1B	68
AJ3403	PdF	Methodology of English Language Teaching 2A	47
AJ3404	PdF	Methodology of English Language Teaching 2B	48
AJ3405	PdF	Literature in English Classroom	45
AJ3406	PdF	Testing and Evaluation in English Language Teaching	50
AJ4101	PdF	Practical and Professional English 1	41
AJ4102	PdF	Practical and Professional English	35
AJ4201	PdF	Lexicology	40
AJ4202	PdF	Stylistics	37
AJ4301	PdF	Contemporary British Literature and Society	41
AJ4302	PdF	Contemporary American Literature and Society	37
AJ4303	PdF	Children's and Young Adult Literature	36
AJ4401	PdF	Methodology of English Language Teaching 1A	40
AJ4402	PdF	Methodology of English Language Teaching 1B	35
AJ4403	PdF	Methodology of English Language Teaching 2A	36
AJ4404	PdF	Methodology of English Language Teaching 2B	29
AJ5107	PdF	Presentation Skills and the Basics of Rhetoric for Future Teachers	17
AJ5203	PdF	Grammar Practice A	19
AJ5205	PdF	Interpreting Skills	19
AJ5209	PdF	Intonation in Focus	13
AJ5210	PdF	Syntactic Analysis	20
AJ5301	PdF	African American Experience	28
AJ5331	PdF	Critical Thinking	10
AJ5401	PdF	Teaching through Drama	20
AJ5403	PdF	Games and Activities for ELT	17
AJ5404	PdF	Intensive Course of Drama in Education for Language and Social Skills Development	25
AJ5410	PdF	Videoweb	25
AJ5411	PdF	Teaching through Drama 2	15
AJ5413	PdF	Dyslexia for Teachers of English as a Foreign Language	20
AJ5419	PdF	Freelance English Teacher 2.0	22
AJ5423	PdF	Burnout in English Teachers	20
AJ5427	PdF	Creating a digital project based on an oral source	18
AJ5428	PdF	Edu Café	19
AJ5429	PdF	CLIL in practice	14
AJ5430	PdF	Beyond the Book: Simulations and Task-based Learning in English	19
AJ5431	PdF	Artefiletics	18
AJ5432	PdF	Resilient Teaching Practices for English Language Educators	8
AJ5501	PdF	Teaching English with Primary Sources 1	21
AJ5502	PdF	Teaching English with Primary Sources 2	12
AJ5505	PdF	Challenging Conventions in Schools	20
AJ6001	PdF	Seminar on Teaching Practice 2	0
AJ6002	PdF	Teaching Practice 2	36
AJ6003	PdF	Teaching Practice 3	32
AJ6004	PdF	Practice Reflection 2	0
AJ6005	PdF	Teaching Practice 2	3
AJ6006	PdF	Teaching Practice 3	6
AJ6007	PdF	Teaching Practice 2	62
AJ6008	PdF	Teaching Practice 3	43
AJ9101	PdF	Practical and Professional English 1	4
AJ9102	PdF	Practical and Professional English	3
AJ9201	PdF	Lexicology	4
AJ9202	PdF	Stylistics	3
AJ9301	PdF	Contemporary British Literature and Society	3
AJ9302	PdF	Contemporary American Literature and Society	3
AJ9303	PdF	Children's and Young Adult Literature	4
AJ9401	PdF	Methodology of English Language Teaching 1A	4
AJ9402	PdF	Methodology of English Language Teaching 1B	3
AJ9403	PdF	Methodology of English Language Teaching 2A	4
AJ9404	PdF	Methodology of English Language Teaching 2B	4
ASPG_0001	PdF	Didactic methods in alternative pedagogy	0
ASPG_0002	PdF	Didactic methods in language education	0
ASPG_0003	PdF	Communication and interaction at school	0
ASPG_0004	PdF	Didactic methods in natural science	0
ASPG_0005	PdF	Pedagogical practice	1
ASPG_0006	PdF	Basics of school psychology	0
ASPG_0007	PdF	Specifics of work with socially disadvantaged pupils	0
ASPG_0008	PdF	Basics of special pedagogy	0
ASPG_0009	PdF	Developmental psychology and personality psychology	0
ASPG_001	PdF	Didactic methods in alternative pedagogy	36
ASPG_0010	PdF	Fundamentals of pedagogy	0
ASPG_0011	PdF	Theory and methodology of education	0
ASPG_0012	PdF	Cooperation between teaching assistant and teache	0
ASPG_0013	PdF	Seminar for the final thesis	1
ASPG_0014	PdF	Thesis	1
ASPG_0015	PdF	Reflection of pedagogical practice	1
ASPG_002	PdF	Teaching methods in language education	36
ASPG_003	PdF	The Communication at school	36
ASPG_004	PdF	Teaching methods in natural science	36
ASPG_005	PdF	Practice I. Pedagogical activity in the school environment	36
ASPG_006	PdF	School Psychology	36
ASPG_007	PdF	Working with social disadvantaged students	36
ASPG_008	PdF	Special Education	36
ASPG_009	PdF	Ontogenesis psychology	36
ASPG_010	PdF	Basics of pedagogy	36
ASPG_011	PdF	Methodology of Education	36
ASPG_012	PdF	Collaboration of teaching assistant and teacher	36
BI_BP	PdF	Bachelor Thesis	15
BI_BPd	PdF	Bachelor Thesis - Completion	3
BI_BPp	PdF	Bachelor Thesis - Project	5
BI_BP2	PdF	Bachelor Thesis	0
BI_BP2d	PdF	Bachelor Thesis - Completion	0
BI_BP2p	PdF	Bachelor Thesis - Project	0
BI_DP	PdF	Diploma thesis	14
BI_DPd	PdF	Diploma Thesis - Completion	9
BI_DPp	PdF	Diploma Thesis - Project	1
BIk048	PdF	Arranging and Adapting School Space 1	30
BIp001	PdF	Introduction to the Study of Biology	81
BIp002	PdF	Inorganic Nature 1	74
BIp003	PdF	Biological Technique	75
BIp004	PdF	Inorganic Nature 2	67
BIp005	PdF	General Botany	83
BIp006	PdF	General Zoology	74
BIp007	PdF	Field Exercise - Inorganic Nature	68
BIp008	PdF	System and Evolution of Algae and Fungi	63
BIp009	PdF	Fundamentals of Invertebrate Zoology	57
BIp010	PdF	System and evolution of higher plants	61
BIp011	PdF	Introduction to Chordate Zoology	79
BIp012	PdF	Fundamentals of ecology and nature conservation	62
BIp013	PdF	Field Work - Botany, Zoology and Ecology	66
BIp014	PdF	Plant Physiology	57
BIp015	PdF	Animal Physiology	61
BIp016	PdF	Human anatomy and physiology 1	47
BIp017	PdF	Introduction to Didactics of Natural History	54
BIp018	PdF	Practicals to Didactics of Natural History	53
BIp019	PdF	Human anatomy and physiology 2	42
BIp022	PdF	Dendrology	0
BIp023	PdF	Didactics of Natural History 1	29
BIp024	PdF	System of Higher Plants for Teachers	35
BIp025	PdF	Fundamentals of Genetics and Cellular Processes	32
BIp026	PdF	Didactics of Natural History 2	31
BIp027	PdF	Anthropology for Teachers	30
BIp028	PdF	Biological and geological field practice	30
BIp029	PdF	Cultivation Methods for Teachers	29
BIp030	PdF	Chordate Zoology For Teachers	29
BIp031	PdF	Inorganic Nature for Teachers	35
BIp032	PdF	Biological Experiments at Elementary School	34
BIp033	PdF	Integrated Field Exercise	35
BIp034	PdF	Invertebrate Zoology for Teachers	34
BIp036	PdF	Basics of Gardening and Cultivation	15
BIp037	PdF	Ethology Principles	8
BIp038	PdF	System and Evolution of Algae and Fungi for Teachers	12
BIp039	PdF	Vertebrates of the Czech Republic - determination	60
BIp048	PdF	Arranging and Adapting School Space 1	31
BIp049	PdF	Basics of flower arranging a floristry 2	78
BIp050	PdF	Fundamentals of Human Anatomy and Physiology for Humanists 1	13
BIp051	PdF	Fundamentals of Human Anatomy and Physiology for Humanists 2	14
BIp052	PdF	Dendrologic trips	20
BIp053	PdF	Writing of Special Biological Texts	0
BIp054	PdF		0
BIp055	PdF		35
BIp057	PdF		50
BIp059	PdF		8
Bi6001	PdF	Seminar on Teaching Practice 2	0
Bi6002	PdF	Teaching Practice 2	30
Bi6003	PdF	Teaching Practice 3	36
Bi6004	PdF	Practice Reflection 2	0
Bi6005	PdF	Teaching Practice 2	0
Bi6006	PdF	Teaching Practice 3	0
BPd_SO	PdF	Bachelor Thesis - Completion	0
CJ_BP	PdF	Bachelor Thesis	52
CJ_BPd	PdF	Bachelor Thesis - Completion	8
CJ_BPp	PdF	Bachelor Thesis - Project	7
CJcZP1	PdF	Thesis 1	0
CJcZP2	PdF	Thesis 2	0
CJc301	PdF	Methodology of Czech in Secondary Schools 1	0
CJc302	PdF	Word-forming Procedures of these Days 1	0
CJc303	PdF	Textual Syntax 1	1
CJc304	PdF	The Introduction to the Corpus Linguistics	0
CJc305	PdF	Dynamics of Czech language 1	1
CJc306	PdF	The Annotated Reading of Special Newspapers 1	1
CJc307	PdF	Final thesis 1	0
CJc308	PdF	Contemporary Czech Prose	0
CJc309	PdF	Interpreting Literary Texts for Upper - Secondary Schools	0
CJc310	PdF	Methodology - Literature in Secondary Schools 1	1
CJc311	PdF	Forms of recent Czech and world literature for youth	1
CJc312	PdF	Neglected Genres of Recent Decades 1	0
CJc313	PdF	Methodology of Czech in Secondary Schools 2	0
CJc314	PdF	Contemporary Word-forming Procedures 2	0
CJc315	PdF	Textual Linguistics 2	0
CJc316	PdF	Using of Corpora in Praxis	0
CJc317	PdF	Dynamics of Czech language 2	0
